Transaction ID,Date,Product,Category,Quantity,Price,Total Sales
44,2023-02-13,Product_B,Category_3,37,247.45,9155.65
45,2023-02-14,Product_D,Category_2,27,201.42,5438.339999999999
46,2023-02-15,Product_D,Category_4,56,298.9,16738.399999999998
47,2023-02-16,Product_A,Category_4,11,347.47,3822.17
48,2023-02-17,Product_C,Category_3,76,301.72,22930.72
49,2023-02-18,Product_D,Category_1,7,146.45,1025.1499999999999
50,2023-02-19,Product_A,Category_2,21,50.49,1060.29
51,2023-02-20,Product_D,Category_4,41,368.69,15116.289999999999
52,2023-02-21,Product_B,Category_2,97,161.47,15662.59
53,2023-02-22,Product_C,Category_2,53,131.06,6946.18
54,2023-02-23,Product_D,Category_4,30,348.35,10450.5
55,2023-02-24,Product_B,Category_1,59,226.52,13364.68
56,2023-02-25,Product_B,Category_3,31,110.22,3416.82
57,2023-02-26,Product_C,Category_2,14,385.61,5398.54
58,2023-02-27,Product_D,Category_1,95,405.13,38487.35
59,2023-02-28,Product_C,Category_3,60,492.79,29567.4
60,2023-03-01,Product_B,Category_2,51,239.31,12204.81
61,2023-03-02,Product_A,Category_3,99,27.97,2769.0299999999997
62,2023-03-03,Product_D,Category_4,30,263.46,7903.799999999999
63,2023-03-04,Product_D,Category_1,69,21.4,1476.6
64,2023-03-05,Product_C,Category_1,1,474.32,474.32
65,2023-03-06,Product_D,Category_1,24,95.66,2295.84
66,2023-03-07,Product_B,Category_2,25,463.44,11586.0
67,2023-03-08,Product_D,Category_1,31,475.51,14740.81
68,2023-03-09,Product_C,Category_3,74,389.97,28857.780000000002
69,2023-03-10,Product_C,Category_2,52,52.78,2744.56
70,2023-03-11,Product_B,Category_4,17,283.6,4821.200000000001
71,2023-03-12,Product_B,Category_4,34,183.59,6242.06
72,2023-03-13,Product_A,Category_3,92,411.9,37894.799999999996
73,2023-03-14,Product_C,Category_1,87,158.09,13753.83
74,2023-03-15,Product_A,Category_4,83,231.11,19182.13
75,2023-03-16,Product_A,Category_4,28,291.11,8151.08
76,2023-03-17,Product_D,Category_1,20,27.31,546.1999999999999
77,2023-03-18,Product_A,Category_4,13,308.35,4008.55
78,2023-03-19,Product_A,Category_4,76,178.69,13580.44
79,2023-03-20,Product_A,Category_4,45,269.3,12118.5
80,2023-03-21,Product_A,Category_4,15,71.17,1067.55
81,2023-03-22,Product_A,Category_3,58,174.55,10123.900000000001
82,2023-03-23,Product_B,Category_2,68,295.08,20065.44
83,2023-03-24,Product_A,Category_1,33,290.07,9572.31
84,2023-03-25,Product_B,Category_4,36,87.4,3146.4
85,2023-03-26,Product_B,Category_4,92,213.2,19614.399999999998
86,2023-03-27,Product_D,Category_4,57,264.56,15079.92
87,2023-03-28,Product_B,Category_4,21,49.8,1045.8
88,2023-03-29,Product_B,Category_2,6,303.69,1822.1399999999999
89,2023-03-30,Product_B,Category_1,54,123.54,6671.160000000001
90,2023-03-31,Product_C,Category_4,3,460.9,1382.6999999999998
91,2023-04-01,Product_B,Category_3,28,141.59,3964.52
92,2023-04-02,Product_C,Category_3,38,395.81,15040.78
93,2023-04-03,Product_C,Category_2,48,295.26,14172.48
94,2023-04-04,Product_D,Category_2,12,345.82,4149.84
95,2023-04-05,Product_B,Category_4,95,451.86,42926.700000000004
96,2023-04-06,Product_B,Category_2,41,425.43,17442.63
97,2023-04-07,Product_B,Category_1,56,72.6,4065.5999999999995
98,2023-04-08,Product_D,Category_3,23,467.53,10753.189999999999
99,2023-04-09,Product_C,Category_1,68,77.95,5300.6
100,2023-04-10,Product_C,Category_2,37,165.03,6106.11
101,2023-04-11,Product_D,Category_1,55,266.34,14648.699999999999
102,2023-04-12,Product_A,Category_2,59,467.34,27573.059999999998
103,2023-04-13,Product_B,Category_1,22,317.32,6981.04
104,2023-04-14,Product_A,Category_4,43,438.73,18865.39
105,2023-04-15,Product_C,Category_4,5,471.44,2357.2
106,2023-04-16,Product_C,Category_1,57,376.76,21475.32
107,2023-04-17,Product_C,Category_4,76,246.13,18705.88
108,2023-04-18,Product_A,Category_2,61,200.13,12207.93
109,2023-04-19,Product_A,Category_1,54,144.83,7820.820000000001
110,2023-04-20,Product_B,Category_2,58,258.23,14977.34
111,2023-04-21,Product_A,Category_3,78,33.54,2616.12
112,2023-04-22,Product_D,Category_4,94,121.79,11448.26
113,2023-04-23,Product_D,Category_4,23,185.58,4268.34
114,2023-04-24,Product_B,Category_2,34,428.16,14557.44
115,2023-04-25,Product_B,Category_2,37,194.29,7188.73
116,2023-04-26,Product_A,Category_3,86,127.37,10953.82
117,2023-04-27,Product_A,Category_1,47,393.52,18495.44
118,2023-04-28,Product_B,Category_2,3,472.15,1416.4499999999998
119,2023-04-29,Product_A,Category_1,84,389.64,32729.76
120,2023-04-30,Product_B,Category_1,28,71.63,2005.6399999999999
121,2023-05-01,Product_C,Category_2,46,166.96,7680.160000000001
122,2023-05-02,Product_C,Category_4,82,305.42,25044.440000000002
123,2023-05-03,Product_B,Category_2,71,106.05,7529.55
124,2023-05-04,Product_C,Category_2,34,321.92,10945.28
125,2023-05-05,Product_A,Category_2,43,125.65,5402.95
126,2023-05-06,Product_D,Category_4,12,275.93,3311.16
127,2023-05-07,Product_B,Category_3,34,356.31,12114.54
128,2023-05-08,Product_B,Category_4,85,395.54,33620.9
129,2023-05-09,Product_C,Category_2,34,402.27,13677.18
130,2023-05-10,Product_B,Category_3,46,389.63,17922.98
131,2023-05-11,Product_C,Category_2,79,77.18,6097.22
132,2023-05-12,Product_B,Category_1,30,494.77,14843.099999999999
133,2023-05-13,Product_A,Category_2,73,388.35,28349.550000000003
134,2023-05-14,Product_C,Category_1,18,61.03,1098.54
135,2023-05-15,Product_D,Category_3,81,351.81,28496.61
136,2023-05-16,Product_A,Category_1,84,240.3,20185.2
137,2023-05-17,Product_B,Category_3,2,219.7,439.4
138,2023-05-18,Product_C,Category_2,55,341.54,18784.7
139,2023-05-19,Product_A,Category_2,36,92.27,3321.72
140,2023-05-20,Product_B,Category_1,66,499.72,32981.520000000004
141,2023-05-21,Product_C,Category_4,96,276.8,26572.800000000003
142,2023-05-22,Product_A,Category_4,45,301.37,13561.65
143,2023-05-23,Product_C,Category_4,25,218.34,5458.5
144,2023-05-24,Product_B,Category_1,46,306.9,14117.4
145,2023-05-25,Product_A,Category_1,84,335.37,28171.08
146,2023-05-26,Product_B,Category_4,59,179.29,10578.109999999999
147,2023-05-27,Product_A,Category_1,65,236.42,15367.3
148,2023-05-28,Product_B,Category_4,88,135.24,11901.12
149,2023-05-29,Product_B,Category_3,88,388.26,34166.88
150,2023-05-30,Product_C,Category_3,32,371.31,11881.92
151,2023-05-31,Product_C,Category_1,78,407.36,31774.08
152,2023-06-01,Product_A,Category_2,10,354.39,3543.8999999999996
153,2023-06-02,Product_A,Category_1,53,19.85,1052.0500000000002
154,2023-06-03,Product_B,Category_3,94,103.66,9744.039999999999
155,2023-06-04,Product_C,Category_3,8,200.42,1603.36
156,2023-06-05,Product_B,Category_4,64,124.75,7984.0
157,2023-06-06,Product_B,Category_4,33,270.53,8927.49
158,2023-06-07,Product_A,Category_2,82,450.08,36906.56
159,2023-06-08,Product_D,Category_4,94,371.65,34935.1
160,2023-06-09,Product_B,Category_4,16,140.61,2249.76
161,2023-06-10,Product_B,Category_3,84,204.81,17204.04
162,2023-06-11,Product_C,Category_4,99,35.46,3510.54
163,2023-06-12,Product_D,Category_1,35,13.06,457.1
164,2023-06-13,Product_D,Category_3,73,218.32,15937.359999999999
165,2023-06-14,Product_B,Category_1,9,366.69,3300.21
166,2023-06-15,Product_B,Category_2,95,431.8,41021.0
167,2023-06-16,Product_D,Category_3,39,221.42,8635.38
168,2023-06-17,Product_B,Category_2,96,98.32,9438.72
169,2023-06-18,Product_D,Category_1,14,138.07,1932.98
170,2023-06-19,Product_A,Category_2,56,228.28,12783.68
171,2023-06-20,Product_C,Category_1,43,328.3,14116.9
172,2023-06-21,Product_A,Category_1,36,275.99,9935.64
173,2023-06-22,Product_A,Category_3,71,421.9,29954.899999999998
174,2023-06-23,Product_C,Category_3,96,19.08,1831.6799999999998
175,2023-06-24,Product_A,Category_3,27,496.14,13395.779999999999
176,2023-06-25,Product_B,Category_1,8,465.31,3722.48
177,2023-06-26,Product_A,Category_4,80,83.32,6665.599999999999
178,2023-06-27,Product_A,Category_1,21,33.6,705.6
179,2023-06-28,Product_B,Category_1,72,312.65,22510.8
180,2023-06-29,Product_B,Category_4,13,363.49,4725.37
181,2023-06-30,Product_A,Category_4,2,242.89,485.78
182,2023-07-01,Product_A,Category_2,4,146.35,585.4
183,2023-07-02,Product_B,Category_1,68,323.19,21976.92
184,2023-07-03,Product_C,Category_3,63,321.56,20258.28
185,2023-07-04,Product_B,Category_4,95,82.68,7854.6
186,2023-07-05,Product_C,Category_3,61,401.75,24506.75
187,2023-07-06,Product_B,Category_2,17,377.26,6413.42
188,2023-07-07,Product_B,Category_3,6,51.56,309.36
189,2023-07-08,Product_C,Category_1,43,236.61,10174.230000000001
190,2023-07-09,Product_C,Category_1,67,202.77,13585.59
191,2023-07-10,Product_C,Category_3,66,236.61,15616.26
192,2023-07-11,Product_A,Category_3,77,236.03,18174.31
193,2023-07-12,Product_C,Category_1,59,266.78,15740.019999999999
194,2023-07-13,Product_B,Category_4,88,145.83,12833.04
195,2023-07-14,Product_B,Category_1,23,240.12,5522.76
196,2023-07-15,Product_D,Category_4,87,58.75,5111.25
197,2023-07-16,Product_B,Category_1,39,96.58,3766.62
198,2023-07-17,Product_D,Category_3,98,53.14,5207.72
199,2023-07-18,Product_A,Category_3,93,101.23,9414.390000000001
200,2023-07-19,Product_C,Category_1,33,12.12,399.96
201,2023-07-20,Product_C,Category_4,50,28.54,1427.0
202,2023-07-21,Product_D,Category_4,90,400.35,36031.5
203,2023-07-22,Product_A,Category_4,17,107.57,1828.6899999999998
204,2023-07-23,Product_D,Category_3,76,264.8,20124.8
205,2023-07-24,Product_C,Category_2,38,191.48,7276.24
206,2023-07-25,Product_B,Category_3,57,171.22,9759.539999999999
207,2023-07-26,Product_C,Category_4,88,429.98,37838.240000000005
208,2023-07-27,Product_A,Category_3,6,248.25,1489.5
209,2023-07-28,Product_A,Category_1,23,263.23,6054.290000000001
210,2023-07-29,Product_D,Category_3,51,234.96,11982.960000000001
211,2023-07-30,Product_C,Category_1,74,141.78,10491.72
212,2023-07-31,Product_A,Category_3,2,344.79,689.58
213,2023-08-01,Product_C,Category_3,37,33.12,1225.4399999999998
214,2023-08-02,Product_C,Category_3,23,147.92,3402.16
215,2023-08-03,Product_D,Category_4,4,334.14,1336.56
216,2023-08-04,Product_B,Category_1,96,26.37,2531.52
217,2023-08-05,Product_C,Category_3,13,22.6,293.8
218,2023-08-06,Product_C,Category_4,37,192.65,7128.05
219,2023-08-07,Product_B,Category_3,15,133.08,1996.2000000000003
220,2023-08-08,Product_D,Category_2,52,353.47,18380.440000000002
221,2023-08-09,Product_B,Category_1,85,380.41,32334.850000000002
222,2023-08-10,Product_C,Category_4,78,27.76,2165.28
223,2023-08-11,Product_D,Category_1,44,223.83,9848.52
224,2023-08-12,Product_B,Category_4,6,472.18,2833.08
225,2023-08-13,Product_D,Category_4,23,163.35,3757.0499999999997
226,2023-08-14,Product_A,Category_3,39,106.51,4153.89
227,2023-08-15,Product_D,Category_3,98,265.44,26013.12
228,2023-08-16,Product_C,Category_2,45,230.95,10392.75
229,2023-08-17,Product_A,Category_4,19,117.56,2233.64
230,2023-08-18,Product_C,Category_1,62,121.12,7509.4400000000005
231,2023-08-19,Product_D,Category_4,31,346.49,10741.19
232,2023-08-20,Product_B,Category_2,95,168.23,15981.849999999999
233,2023-08-21,Product_D,Category_1,64,493.15,31561.6
234,2023-08-22,Product_D,Category_2,19,152.0,2888.0
235,2023-08-23,Product_B,Category_3,79,278.47,21999.13
236,2023-08-24,Product_D,Category_1,32,45.83,1466.56
237,2023-08-25,Product_B,Category_4,86,274.02,23565.719999999998
238,2023-08-26,Product_C,Category_1,46,235.7,10842.199999999999
239,2023-08-27,Product_A,Category_3,89,181.18,16125.02
240,2023-08-28,Product_C,Category_1,5,220.52,1102.6000000000001
241,2023-08-29,Product_A,Category_3,22,97.45,2143.9
242,2023-08-30,Product_B,Category_3,33,411.91,13593.03
243,2023-08-31,Product_A,Category_2,51,461.68,23545.68
244,2023-09-01,Product_C,Category_3,14,420.37,5885.18
245,2023-09-02,Product_D,Category_4,41,404.39,16579.989999999998
246,2023-09-03,Product_D,Category_1,82,278.71,22854.219999999998
247,2023-09-04,Product_C,Category_1,94,173.49,16308.060000000001
248,2023-09-05,Product_B,Category_4,99,94.25,9330.75
249,2023-09-06,Product_C,Category_1,86,411.68,35404.48
250,2023-09-07,Product_D,Category_3,60,31.3,1878.0
251,2023-09-08,Product_A,Category_3,32,98.7,3158.4
252,2023-09-09,Product_A,Category_1,19,206.85,3930.15
253,2023-09-10,Product_B,Category_2,91,105.37,9588.67
254,2023-09-11,Product_B,Category_3,97,295.67,28679.99
255,2023-09-12,Product_A,Category_1,5,364.84,1824.1999999999998
256,2023-09-13,Product_D,Category_1,10,455.45,4554.5
257,2023-09-14,Product_A,Category_1,43,113.12,4864.16
258,2023-09-15,Product_C,Category_4,7,147.01,1029.07
259,2023-09-16,Product_A,Category_1,59,361.2,21310.8
260,2023-09-17,Product_C,Category_1,11,116.35,1279.85
261,2023-09-18,Product_C,Category_1,80,198.07,15845.599999999999
262,2023-09-19,Product_D,Category_1,95,379.2,36024.0
263,2023-09-20,Product_C,Category_2,82,194.16,15921.119999999999
264,2023-09-21,Product_C,Category_4,92,81.69,7515.48
265,2023-09-22,Product_B,Category_1,42,142.04,5965.679999999999
266,2023-09-23,Product_C,Category_4,27,49.62,1339.74
267,2023-09-24,Product_C,Category_1,4,340.34,1361.36
268,2023-09-25,Product_C,Category_3,17,32.46,551.82
269,2023-09-26,Product_C,Category_1,66,291.29,19225.140000000003
270,2023-09-27,Product_D,Category_1,30,475.53,14265.9
271,2023-09-28,Product_A,Category_2,75,431.34,32350.499999999996
272,2023-09-29,Product_A,Category_2,33,45.74,1509.42
273,2023-09-30,Product_A,Category_2,53,360.1,19085.300000000003
274,2023-10-01,Product_C,Category_4,95,348.15,33074.25
275,2023-10-02,Product_B,Category_4,48,156.21,7498.08
276,2023-10-03,Product_B,Category_2,21,63.57,1334.97
277,2023-10-04,Product_C,Category_4,37,428.5,15854.5
278,2023-10-05,Product_D,Category_1,92,281.61,25908.120000000003
279,2023-10-06,Product_B,Category_2,70,352.22,24655.4
280,2023-10-07,Product_D,Category_1,45,234.32,10544.4
281,2023-10-08,Product_A,Category_1,43,118.96,5115.28
282,2023-10-09,Product_A,Category_2,85,137.57,11693.449999999999
283,2023-10-10,Product_B,Category_2,90,272.07,24486.3
284,2023-10-11,Product_B,Category_2,7,124.93,874.51
285,2023-10-12,Product_C,Category_1,41,205.35,8419.35
286,2023-10-13,Product_D,Category_1,73,46.46,3391.58
287,2023-10-14,Product_A,Category_3,90,497.8,44802.0
288,2023-10-15,Product_B,Category_1,71,312.17,22164.07
289,2023-10-16,Product_D,Category_2,57,81.57,4649.49
290,2023-10-17,Product_B,Category_4,28,73.75,2065.0
291,2023-10-18,Product_C,Category_1,2,246.81,493.62
292,2023-10-19,Product_D,Category_2,58,22.14,1284.1200000000001
293,2023-10-20,Product_A,Category_2,72,211.9,15256.800000000001
294,2023-10-21,Product_B,Category_2,1,473.01,473.01
295,2023-10-22,Product_D,Category_4,87,413.45,35970.15
296,2023-10-23,Product_C,Category_4,45,465.68,20955.6
297,2023-10-24,Product_D,Category_3,44,64.45,2835.8
298,2023-10-25,Product_C,Category_1,36,191.7,6901.2
299,2023-10-26,Product_B,Category_4,42,281.95,11841.9
300,2023-10-27,Product_C,Category_3,70,362.93,25405.100000000002
301,2023-10-28,Product_A,Category_2,63,202.3,12744.900000000001
302,2023-10-29,Product_D,Category_3,15,166.29,2494.35
303,2023-10-30,Product_A,Category_3,79,159.48,12598.92
304,2023-10-31,Product_B,Category_3,91,396.83,36111.53
305,2023-11-01,Product_A,Category_1,19,197.09,3744.71
306,2023-11-02,Product_A,Category_4,2,17.99,35.98
307,2023-11-03,Product_D,Category_4,8,387.41,3099.28
308,2023-11-04,Product_A,Category_2,38,89.05,3383.9
309,2023-11-05,Product_D,Category_3,11,317.82,3496.02
310,2023-11-06,Product_B,Category_3,22,24.44,537.6800000000001
311,2023-11-07,Product_A,Category_2,40,199.62,7984.8
312,2023-11-08,Product_D,Category_4,53,233.41,12370.73
313,2023-11-09,Product_C,Category_1,59,486.81,28721.79
314,2023-11-10,Product_D,Category_2,21,53.2,1117.2
315,2023-11-11,Product_A,Category_2,19,378.24,7186.56
316,2023-11-12,Product_A,Category_1,14,482.73,6758.22
317,2023-11-13,Product_D,Category_4,8,145.69,1165.52
318,2023-11-14,Product_D,Category_2,6,120.57,723.42
319,2023-11-15,Product_D,Category_3,46,476.51,21919.46
320,2023-11-16,Product_A,Category_1,32,249.88,7996.16
321,2023-11-17,Product_B,Category_4,87,413.07,35937.09
322,2023-11-18,Product_B,Category_2,69,399.37,27556.53
323,2023-11-19,Product_C,Category_1,39,169.74,6619.860000000001
324,2023-11-20,Product_A,Category_3,52,101.86,5296.72
325,2023-11-21,Product_A,Category_3,58,354.42,20556.36
326,2023-11-22,Product_A,Category_4,68,255.64,17383.52
327,2023-11-23,Product_D,Category_1,61,250.34,15270.74
328,2023-11-24,Product_A,Category_1,75,277.64,20823.0
329,2023-11-25,Product_D,Category_1,66,22.57,1489.6200000000001
330,2023-11-26,Product_C,Category_3,78,12.48,973.44
331,2023-11-27,Product_C,Category_4,62,163.92,10163.039999999999
332,2023-11-28,Product_A,Category_3,72,168.61,12139.920000000002
333,2023-11-29,Product_A,Category_3,7,362.18,2535.26
334,2023-11-30,Product_C,Category_4,52,169.58,8818.16
335,2023-12-01,Product_A,Category_3,51,186.18,9495.18
336,2023-12-02,Product_A,Category_4,81,279.28,22621.679999999997
337,2023-12-03,Product_A,Category_4,22,299.89,6597.58
338,2023-12-04,Product_B,Category_2,99,173.31,17157.69
339,2023-12-05,Product_A,Category_3,75,283.47,21260.250000000004
340,2023-12-06,Product_B,Category_4,90,312.73,28145.7
341,2023-12-07,Product_D,Category_1,41,138.01,5658.41
342,2023-12-08,Product_A,Category_4,14,125.52,1757.28
343,2023-12-09,Product_A,Category_1,10,446.31,4463.1
344,2023-12-10,Product_B,Category_4,90,327.25,29452.5
345,2023-12-11,Product_D,Category_2,89,162.43,14456.27
346,2023-12-12,Product_B,Category_2,22,279.88,6157.36
347,2023-12-13,Product_D,Category_4,79,356.63,28173.77
348,2023-12-14,Product_B,Category_2,48,21.09,1012.3199999999999
349,2023-12-15,Product_B,Category_1,70,460.72,32250.4
350,2023-12-16,Product_C,Category_2,19,361.44,6867.36
351,2023-12-17,Product_B,Category_2,92,202.2,18602.399999999998
352,2023-12-18,Product_C,Category_1,91,466.81,42479.71
353,2023-12-19,Product_A,Category_1,42,37.37,1569.54
354,2023-12-20,Product_A,Category_3,35,379.55,13284.25
355,2023-12-21,Product_C,Category_2,48,267.88,12858.24
356,2023-12-22,Product_A,Category_1,81,335.75,27195.75
357,2023-12-23,Product_A,Category_2,25,240.98,6024.5
358,2023-12-24,Product_D,Category_4,4,82.14,328.56
359,2023-12-25,Product_C,Category_3,9,137.79,1240.11
360,2023-12-26,Product_A,Category_2,36,236.89,8528.039999999999
361,2023-12-27,Product_B,Category_2,21,460.23,9664.83
362,2023-12-28,Product_B,Category_3,68,43.48,2956.64
363,2023-12-29,Product_D,Category_2,44,61.31,2697.6400000000003
364,2023-12-30,Product_B,Category_3,55,84.83,4665.65
365,2023-12-31,Product_C,Category_4,6,319.74,1918.44
366,2024-01-01,Product_A,Category_3,62,189.49,11748.380000000001
367,2024-01-02,Product_B,Category_4,51,83.13,4239.63
368,2024-01-03,Product_D,Category_3,78,69.76,5441.280000000001
369,2024-01-04,Product_D,Category_2,73,340.34,24844.82
370,2024-01-05,Product_C,Category_2,99,236.67,23430.329999999998
371,2024-01-06,Product_C,Category_1,75,437.65,32823.75
372,2024-01-07,Product_D,Category_2,85,207.97,17677.45
373,2024-01-08,Product_B,Category_2,39,331.31,12921.09
374,2024-01-09,Product_A,Category_3,61,399.96,24397.559999999998
375,2024-01-10,Product_D,Category_3,11,477.3,5250.3
376,2024-01-11,Product_A,Category_4,82,435.96,35748.72
377,2024-01-12,Product_D,Category_2,18,389.9,7018.2
378,2024-01-13,Product_C,Category_2,58,212.32,12314.56
379,2024-01-14,Product_C,Category_4,23,491.57,11306.11
380,2024-01-15,Product_D,Category_2,89,139.71,12434.19
381,2024-01-16,Product_C,Category_1,28,334.03,9352.84
382,2024-01-17,Product_B,Category_1,83,74.0,6142.0
383,2024-01-18,Product_D,Category_4,59,306.9,18107.1
384,2024-01-19,Product_A,Category_3,27,348.05,9397.35
385,2024-01-20,Product_B,Category_4,60,54.24,3254.4
386,2024-01-21,Product_A,Category_2,80,154.52,12361.6
387,2024-01-22,Product_D,Category_3,71,324.35,23028.850000000002
388,2024-01-23,Product_C,Category_1,55,305.05,16777.75
389,2024-01-24,Product_A,Category_4,51,337.42,17208.420000000002
390,2024-01-25,Product_B,Category_1,75,70.98,5323.5
391,2024-01-26,Product_C,Category_1,69,262.5,18112.5
392,2024-01-27,Product_A,Category_3,28,464.53,13006.84
393,2024-01-28,Product_B,Category_1,70,477.35,33414.5
394,2024-01-29,Product_C,Category_2,60,72.1,4326.0
395,2024-01-30,Product_A,Category_3,21,448.25,9413.25
396,2024-01-31,Product_A,Category_4,40,292.47,11698.800000000001
397,2024-02-01,Product_B,Category_1,60,378.93,22735.8
398,2024-02-02,Product_C,Category_3,96,83.82,8046.719999999999
399,2024-02-03,Product_D,Category_3,76,371.55,28237.8
400,2024-02-04,Product_A,Category_3,38,44.83,1703.54
401,2024-02-05,Product_C,Category_4,11,320.18,3521.98
402,2024-02-06,Product_C,Category_1,98,337.35,33060.3
403,2024-02-07,Product_B,Category_4,98,335.72,32900.560000000005
404,2024-02-08,Product_C,Category_1,20,38.74,774.8000000000001
405,2024-02-09,Product_C,Category_2,58,198.25,11498.5
406,2024-02-10,Product_A,Category_4,35,374.75,13116.25
407,2024-02-11,Product_B,Category_2,39,400.44,15617.16
408,2024-02-12,Product_C,Category_2,28,213.6,5980.8
409,2024-02-13,Product_B,Category_2,36,89.39,3218.04
410,2024-02-14,Product_D,Category_4,19,254.73,4839.87
411,2024-02-15,Product_D,Category_4,50,328.63,16431.5
412,2024-02-16,Product_C,Category_2,4,461.0,1844.0
413,2024-02-17,Product_A,Category_3,79,343.86,27164.940000000002
414,2024-02-18,Product_A,Category_4,37,413.1,15284.7
415,2024-02-19,Product_B,Category_2,90,139.73,12575.699999999999
416,2024-02-20,Product_B,Category_1,73,418.29,30535.170000000002
417,2024-02-21,Product_C,Category_3,49,309.87,15183.630000000001
418,2024-02-22,Product_C,Category_4,64,279.0,17856.0
419,2024-02-23,Product_D,Category_2,78,140.76,10979.279999999999
420,2024-02-24,Product_D,Category_2,88,109.91,9672.08
421,2024-02-25,Product_A,Category_3,57,276.5,15760.5
422,2024-02-26,Product_D,Category_4,59,446.81,26361.79
423,2024-02-27,Product_A,Category_3,3,125.34,376.02
424,2024-02-28,Product_A,Category_3,73,146.56,10698.880000000001
425,2024-02-29,Product_A,Category_4,98,474.48,46499.04
426,2024-03-01,Product_C,Category_3,51,23.04,1175.04
427,2024-03-02,Product_C,Category_2,56,247.84,13879.04
428,2024-03-03,Product_D,Category_3,23,269.1,6189.3
429,2024-03-04,Product_C,Category_3,50,341.11,17055.5
430,2024-03-05,Product_A,Category_2,58,105.05,6092.9
431,2024-03-06,Product_C,Category_3,25,289.99,7249.75
432,2024-03-07,Product_B,Category_1,82,63.64,5218.4800000000005
433,2024-03-08,Product_D,Category_2,30,140.83,4224.900000000001
434,2024-03-09,Product_A,Category_2,81,17.4,1409.3999999999999
435,2024-03-10,Product_C,Category_3,73,232.17,16948.41
436,2024-03-11,Product_C,Category_2,4,95.8,383.2
437,2024-03-12,Product_A,Category_2,11,57.41,631.51
438,2024-03-13,Product_D,Category_2,93,178.71,16620.030000000002
439,2024-03-14,Product_C,Category_1,95,48.82,4637.9
440,2024-03-15,Product_B,Category_2,38,335.56,12751.28
441,2024-03-16,Product_B,Category_1,21,108.43,2277.03
442,2024-03-17,Product_A,Category_1,47,358.03,16827.41
443,2024-03-18,Product_C,Category_4,4,421.53,1686.12
444,2024-03-19,Product_D,Category_2,36,373.24,13436.64
445,2024-03-20,Product_B,Category_2,68,383.8,26098.4
446,2024-03-21,Product_D,Category_3,55,325.45,17899.75
447,2024-03-22,Product_C,Category_1,89,194.39,17300.71
448,2024-03-23,Product_B,Category_2,47,180.79,8497.13
449,2024-03-24,Product_D,Category_2,92,288.78,26567.76
450,2024-03-25,Product_B,Category_1,36,131.54,4735.44
451,2024-03-26,Product_D,Category_1,22,178.88,3935.3599999999997
452,2024-03-27,Product_B,Category_4,46,86.1,3960.6
453,2024-03-28,Product_A,Category_4,15,392.27,5884.049999999999
